startYear,startMonth,startDay,endYear,endMonth,endDay,group,groupTitle,eventType,dispPos,event,eventColor,detailLink,image,imageCitation
1519,1,1,,,,10008,今川義元,2,,駿河国で誕生,,https://ja.wikipedia.org/wiki/%E4%BB%8A%E5%B7%9D%E7%BE%A9%E5%85%83,https://upload.wikimedia.org/wikipedia/commons/1/10/ImagawaYoshimoto.jpg,"See page for author, Public domain, via Wikimedia Commons"
1522,1,1,,,,10008,今川義元,2,,京都建仁寺、妙心寺で仏門に入る,,,,
1536,1,1,,,,10008,今川義元,2,,兄死亡のため継承権争い後、当主となる(花倉の乱),,https://ja.wikipedia.org/wiki/%E8%8A%B1%E5%80%89%E3%81%AE%E4%B9%B1,,
1537,1,1,,,,10008,今川義元,2,,武田信虎の長女を正室に迎える(甲駿同盟),,https://ja.wikipedia.org/wiki/%E5%AE%9A%E6%81%B5%E9%99%A2,,
1542,1,1,,,,10008,今川義元,2,,織田信秀と戦い敗退(第一次小豆坂の戦い),,https://ja.wikipedia.org/wiki/%E5%B0%8F%E8%B1%86%E5%9D%82%E3%81%AE%E6%88%A6%E3%81%84#%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%90%88%E6%88%A6,,
1548,1,1,,,,10008,今川義元,2,,第二次小豆坂の戦いに勝利(三河三国を統治),,,,
1554,1,1,,,,10008,今川義元,2,,北条家、及び武田家と「甲相駿」三国同盟,,https://ja.wikipedia.org/wiki/%E7%94%B2%E7%9B%B8%E9%A7%BF%E4%B8%89%E5%9B%BD%E5%90%8C%E7%9B%9F,,
1555,1,1,,,,10008,今川義元,2,,軍師・太原雪斎を失う,,https://ja.wikipedia.org/wiki/%E5%A4%AA%E5%8E%9F%E9%9B%AA%E6%96%8E,,
1560,1,1,,,,10008,今川義元,2,,桶狭間の戦いにて討死,,https://upload.wikimedia.org/wikipedia/commons/9/97/Bish%C5%AB_Okehazama-gassen.jpg,https://upload.wikimedia.org/wikipedia/commons/9/97/Bish%C5%AB_Okehazama-gassen.jpg,"歌川豊宣, Public domain, ウィキメディア・コモンズ経由で"
1519,1,1,1560,1,1,10008,今川義元,1,,今川義元,#3C7D22,,,
