startYear,startMonth,startDay,endYear,endMonth,endDay,group,groupTitle,eventType,dispPos,event,eventColor,detailLink,image,imageCitation
1567,1,1,,,,10007,伊達政宗,2,,出羽国にて誕生(幼名:梵天丸),,https://ja.wikipedia.org/wiki/%E4%BC%8A%E9%81%94%E6%94%BF%E5%AE%97,https://upload.wikimedia.org/wikipedia/commons/7/78/Date_Masamune02.jpg,"日本語: 土佐光貞 English:  Tosa Mitsusada, Public domain, ウィキメディア・コモンズ経由で"
1571,1,1,,,,10007,伊達政宗,2,,天然痘を患い右目の視力を失う,,,,
1577,1,1,,,,10007,伊達政宗,2,,元服　「伊達藤次郎政宗」と名付けられる,,,,
1579,1,1,,,,10007,伊達政宗,2,,愛姫(めごひめ)を正室に迎える,,https://ja.wikipedia.org/wiki/%E6%84%9B%E5%A7%AB,https://upload.wikimedia.org/wikipedia/commons/d/db/%E9%99%BD%E5%BE%B3%E9%99%A2.jpg,"不明Unknown author, Public domain, ウィキメディア・コモンズ経由で"
1581,1,1,,,,10007,伊達政宗,2,,相馬家と合戦(初陣),,,,
1584,1,1,,,,10007,伊達政宗,2,,家督を継ぐ,,,,
1585,1,1,,,,10007,伊達政宗,2,,小手森城での撫で斬り,,https://ja.wikipedia.org/wiki/%E5%B0%8F%E6%89%8B%E6%A3%AE%E5%9F%8E,,
1590,1,1,,,,10007,伊達政宗,2,,小田原征伐に参戦,,,,
1591,1,1,,,,10007,伊達政宗,2,,葛西大崎一揆　首謀者の嫌疑を死に装束にて回避,https://ja.wikipedia.org/wiki/%E8%91%9B%E8%A5%BF%E5%A4%A7%E5%B4%8E%E4%B8%80%E6%8F%86,,,
1592,1,1,,,,10007,伊達政宗,2,,文禄の役(朝鮮出兵)に参戦,,https://ja.wikipedia.org/wiki/%E6%96%87%E7%A6%84%E3%83%BB%E6%85%B6%E9%95%B7%E3%81%AE%E5%BD%B9#%E6%96%87%E7%A6%84%E3%81%AE%E5%BD%B9,https://upload.wikimedia.org/wikipedia/commons/e/ec/Siege-of-Busanjin-1592.jpg,"See page for author, Public domain, via Wikimedia Commons"
1594,1,1,,,,10007,伊達政宗,2,,豊臣秀次謀反の共謀嫌疑,,https://ja.wikipedia.org/wiki/%E8%B1%8A%E8%87%A3%E7%A7%80%E6%AC%A1#%E7%B2%9B%E6%B8%85%E3%81%AE%E7%90%86%E7%94%B1,,
1600,1,1,,,,10007,伊達政宗,2,,慶長出羽合戦(関ケ原の戦いの一部)で直江兼続と戦う,,https://ja.wikipedia.org/wiki/%E6%85%B6%E9%95%B7%E5%87%BA%E7%BE%BD%E5%90%88%E6%88%A6,,
1601,1,1,,,,10007,伊達政宗,2,,仙台藩主となる,,,,
1613,1,1,,,,10007,伊達政宗,2,,ヌエバ・エスパーニャ　スペイン　ローマ教皇へ家臣を派遣(慶長遣欧使節),,https://ja.wikipedia.org/wiki/%E6%85%B6%E9%95%B7%E9%81%A3%E6%AC%A7%E4%BD%BF%E7%AF%80,,
1614,1,1,,,,10007,伊達政宗,2,,大阪冬の陣に参戦,,,,
1615,1,1,,,,10007,伊達政宗,2,,大阪夏の陣　真田信繁と戦うも敗退する,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%9D%82%E3%81%AE%E9%99%A3,,https://upload.wikimedia.org/wikipedia/commons/1/18/The_Siege_of_Osaka_Castle.jpg,"Osaka Castle Museum, Public domain, via Wikimedia Commons"
1635,1,1,,,,10007,伊達政宗,2,,徳川3代将軍家光まで仕える,,,,
1636,1,1,,,,10007,伊達政宗,2,,死去,,,,
1567,1,1,1636,1,1,10007,伊達政宗,1,,伊達政宗,#3C7D22,,,
