startYear,startMonth,startDay,endYear,endMonth,endDay,group,groupTitle,eventType,dispPos,event,eventColor,detailLink,image,imageCitation
-2630,1,1,,,,,古代エジプトの遺跡群,2,1,階段ピラミッド,#F25F29,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%82%A7%E3%82%BB%E3%83%AB%E7%8E%8B%E3%81%AE%E3%83%94%E3%83%A9%E3%83%9F%E3%83%83%E3%83%89,https://upload.wikimedia.org/wikipedia/commons/6/60/Saqqara_BW_5.jpg,"ベルトルト・ヴェルナー, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0>, via Wikimedia Commons"
-2610,1,1,,,,,古代エジプトの遺跡群,2,2,メイドゥームのピラミッド,#F25F29,https://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%8D%E3%83%95%E3%82%A7%E3%83%AB,https://upload.wikimedia.org/wikipedia/commons/e/e4/Pyramid_of_sneferu_Meidum_01.jpg,"Gene_poole, CC BY-SA 3.0 <http://creativecommons.org/licenses/by-sa/3.0/>, via Wikimedia Commons"
-2600,1,1,,,,,古代エジプトの遺跡群,2,3,屈折ピラミッド,#F25F29,https://ja.wikipedia.org/wiki/%E5%B1%88%E6%8A%98%E3%83%94%E3%83%A9%E3%83%9F%E3%83%83%E3%83%89,https://upload.wikimedia.org/wikipedia/commons/e/e6/GD-EG-Saqqara004.JPG,https://commons.wikimedia.org/wiki/File:GD-EG-Saqqara004.JPG#/media/File:GD-EG-Saqqara004.JPG
-2589,1,1,,,,,古代エジプトの遺跡群,2,4,赤いピラミッド,#F25F29,https://ja.wikipedia.org/wiki/%E8%B5%A4%E3%81%84%E3%83%94%E3%83%A9%E3%83%9F%E3%83%83%E3%83%89,https://upload.wikimedia.org/wikipedia/commons/e/e4/Dahschur-snofru-red.jpg,https://commons.wikimedia.org/wiki/File:Dahschur-snofru-red.jpg#/media/File:Dahschur-snofru-red.jpg
-2589,1,1,,,,,古代エジプトの遺跡群,2,1,クフ王のピラミッド,#F25F29,https://ja.wikipedia.org/wiki/%E3%82%AE%E3%82%B6%E3%81%AE%E5%A4%A7%E3%83%94%E3%83%A9%E3%83%9F%E3%83%83%E3%83%89,https://upload.wikimedia.org/wikipedia/commons/5/51/Great_Pyramid_Giza_%282%29.jpg,"Radosław Botev, CC BY 3.0 PL <https://creativecommons.org/licenses/by/3.0/pl/deed.en>, via Wikimedia Commons"
-2566,1,1,,,,,古代エジプトの遺跡群,2,2,ジェドエフラー王のピラミッド複合体,#F25F29,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%82%A7%E3%83%89%E3%82%A8%E3%83%95%E3%83%A9%E3%83%BC,https://upload.wikimedia.org/wikipedia/commons/1/17/Abu_Rawash_Pyramid.jpg,"No machine-readable author provided. AhlyMan assumed (based on copyright claims)., Public domain, via Wikimedia Commons"
-2558,1,1,,,,,古代エジプトの遺跡群,2,3,カフラー王のピラミッド,#F25F29,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%95%E3%83%A9%E3%83%BC%E7%8E%8B%E3%81%AE%E3%83%94%E3%83%A9%E3%83%9F%E3%83%83%E3%83%89,https://upload.wikimedia.org/wikipedia/commons/6/6c/Egypt.Giza.Sphinx.02.jpg,"Most likely Hamish2k, the first uploader, CC BY-SA 3.0 <http://creativecommons.org/licenses/by-sa/3.0/>, via Wikimedia Commons"
-2532,1,1,,,,,古代エジプトの遺跡群,2,4,メンカウラー王のピラミッド,#F25F29,https://ja.wikipedia.org/wiki/%E3%83%A1%E3%83%B3%E3%82%AB%E3%82%A6%E3%83%A9%E3%83%BC%E7%8E%8B%E3%81%AE%E3%83%94%E3%83%A9%E3%83%9F%E3%83%83%E3%83%89,https://upload.wikimedia.org/wikipedia/commons/d/db/Menkaure%27s_pyramid.jpg,"kallerna, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons"
-2487,1,1,,,,,古代エジプトの遺跡群,2,1,サフラー王のピラミッド複合体,#F25F29,https://ja.wikipedia.org/wiki/%E3%82%B5%E3%83%95%E3%83%A9%E3%83%BC,https://upload.wikimedia.org/wikipedia/commons/a/a9/SahurePyramid.jpg,"Jon Bodsworth, Copyrighted free use, via Wikimedia Commons"
-2477,1,1,,,,,古代エジプトの遺跡群,2,2,ネフェルイルカラーのピラミッド複合体,#F25F29,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%96%E3%82%B7%E3%83%BC%E3%83%AB,https://upload.wikimedia.org/wikipedia/commons/9/98/Abusir_map.png,public domain wikimedia commons
