startYear,startMonth,startDay,endYear,endMonth,endDay,group,groupTitle,eventType,dispPos,event,eventColor,detailLink,image,imageCitation
1530,1,1,,,,10009,大友宗麟,2,,豊後国で誕生,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%8F%8B%E7%BE%A9%E9%8E%AE,https://upload.wikimedia.org/wikipedia/commons/d/d7/Otomo_Sorin.jpg,"大徳寺塔頭瑞峯院蔵, Public domain, via Wikimedia Commons"
1543,1,1,,,,10009,大友宗麟,2,,元服　「義鎮」を名乗る,,,,
1550,1,1,,,,10009,大友宗麟,2,,大友家お家騒動後、家督を継ぐ,,,,
1551,1,1,,,,10009,大友宗麟,2,,フランシスコ・ザビエルに会う,,https://upload.wikimedia.org/wikipedia/commons/8/8f/Saint_Francis_Xavier_Before_A_King.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8f/Saint_Francis_Xavier_Before_A_King.jpg,"BlackRiver, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons"
1554,1,1,,,,10009,大友宗麟,2,,肥後国（現在の熊本県）の守護に任じられる,,,,
1559,1,1,,,,10009,大友宗麟,2,,豊前国（現在の福岡県東部）、及び筑前国（現在の福岡県西部）の守護に任ぜられる,,,,
1561,1,1,,,,10009,大友宗麟,2,,門司城の戦いで毛利氏い敗れる,,https://ja.wikipedia.org/wiki/%E9%96%80%E5%8F%B8%E5%9F%8E%E3%81%AE%E6%88%A6%E3%81%84,,
1563,1,1,,,,10009,大友宗麟,2,,足利義輝の相伴衆に任ぜられる,,,,
1573,1,1,,,,10009,大友宗麟,2,,カンボジア国王と外交関係締結,,,,
1576,1,1,,,,10009,大友宗麟,2,,家督を嫡男(大友義統)に譲り引退,,,,
1578,1,1,,,,10009,大友宗麟,2,,島津軍との戦いに出陣するも大敗(耳川の戦い),,https://ja.wikipedia.org/wiki/%E8%80%B3%E5%B7%9D%E3%81%AE%E6%88%A6%E3%81%84,,
1579,1,1,,,,10009,大友宗麟,2,,洗礼を受ける(洗礼名ドン・フランシスコ),,,,
1586,1,1,,,,10009,大友宗麟,2,,大阪にて豊臣秀吉に謁見　家臣となる,,,,
1587,1,1,,,,10009,大友宗麟,2,,丹生島城、臼杵城の戦いで大砲を使い島津軍を撃退,,https://ja.wikipedia.org/wiki/%E8%B1%8A%E8%96%A9%E5%90%88%E6%88%A6#%E9%BE%8D%E7%8E%8B%E5%9F%8E%E3%80%81%E6%9D%BE%E3%83%B6%E5%B0%BE%E5%9F%8E%E3%81%AE%E6%88%A6%E3%81%84,,
1587,1,1,,,,10009,大友宗麟,2,,島津義久の降伏直前に病死,,,,
1530,1,1,1587,1,1,10009,大友宗麟,1,,大友宗麟(義鎮),#3C7D22,,,
