startYear,startMonth,startDay,endYear,endMonth,endDay,group,groupTitle,eventType,dispPos,event,eventColor,detailLink,image,imageCitation
1567,1,1,,,,1006,真田幸村,2,,信濃国にて誕生,,https://upload.wikimedia.org/wikipedia/commons/b/b3/Sanada_Yukimura.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b3/Sanada_Yukimura.jpg,"上田市立博物館所蔵品。, Public domain, via Wikimedia Commons"
1575,1,1,,,,1006,真田幸村,2,,父昌幸が真田家の家督を継ぐ,,https://ja.wikipedia.org/wiki/%E7%9C%9F%E7%94%B0%E4%BF%A1%E7%B9%81,,
1582,1,1,,,,1006,真田幸村,2,,武田家滅亡　滝川一益、後に木曽義昌へ人質として赴く,,,,
1583,1,1,,,,1006,真田幸村,2,,真田氏　上田城築城,,https://ja.wikipedia.org/wiki/%E4%B8%8A%E7%94%B0%E5%9F%8E,https://upload.wikimedia.org/wikipedia/commons/1/13/Ueda_Castle_Amagafuchi.jpg,"photo: Qurren (talk) Taken with Canon IXY 10S (Digital IXUS 210), CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, ウィキメディア・コモンズ経由で"
1585,1,1,,,,1006,真田幸村,2,,人質として上杉家へ　後に豊臣秀吉に仕える,,,,
1589,1,1,,,,1006,真田幸村,2,,竹林院を正室に迎える,,https://ja.wikipedia.org/wiki/%E7%AB%B9%E6%9E%97%E9%99%A2_(%E7%9C%9F%E7%94%B0%E4%BF%A1%E7%B9%81%E6%AD%A3%E5%AE%A4),,
1590,1,1,,,,1006,真田幸村,2,,忍野城攻め(小田原攻めの一部)で初陣,,,,
1594,1,1,,,,1006,真田幸村,2,,豊臣姓を下賜される,,,,
1600,1,1,,,,1006,真田幸村,2,,関ケ原の戦い　上田城で徳川軍を迎え撃つ(第二次上田合戦),,https://ja.wikipedia.org/wiki/%E4%B8%8A%E7%94%B0%E5%90%88%E6%88%A6#%E7%AC%AC%E4%BA%8C%E6%AC%A1%E4%B8%8A%E7%94%B0%E5%90%88%E6%88%A6,,
1611,1,1,,,,1006,真田幸村,2,,父昌幸死去,,,,
1612,1,1,,,,1006,真田幸村,2,,出家　「好白」を名乗る,,,,
1614,1,1,,,,1006,真田幸村,2,,大阪冬の陣　真田丸築城,,https://ja.wikipedia.org/wiki/%E7%9C%9F%E7%94%B0%E4%B8%B8,https://upload.wikimedia.org/wikipedia/commons/2/2f/Sanadamaru_2.jpg,"不明Unknown author, Public domain, ウィキメディア・コモンズ経由で"
1615,1,1,,,,1006,真田幸村,2,,大阪夏の陣　討ち死に,,https://upload.wikimedia.org/wikipedia/commons/f/fa/Akazonae_Sanada.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fa/Akazonae_Sanada.jpg,"Snlf1, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, ウィキメディア・コモンズ経由で"
1567,1,1,1615,1,1,1006,真田幸村,1,,真田幸村(信繁),#3C7D22,,,
