startYear,startMonth,startDay,endYear,endMonth,endDay,group,groupTitle,eventType,dispPos,event,eventColor,detailLink,image,imageCitation
1497,1,1,,,,10010,毛利元就,2,,安芸国にて誕生,,https://ja.wikipedia.org/wiki/%E6%AF%9B%E5%88%A9%E5%85%83%E5%B0%B1,https://upload.wikimedia.org/wikipedia/commons/4/40/Mori_Motonari.jpg,"不明Unknown author, Public domain, ウィキメディア・コモンズ経由で"
1500,1,1,,,,10010,毛利元就,2,,父隠居に伴い多治比猿掛城へ,,,,
1506,1,1,,,,10010,毛利元就,2,,父毒殺されれ孤児となる(乞食若殿),,,,
1511,1,1,,,,10010,毛利元就,2,,元服　「元就」を名乗る,,,,
1517,1,1,,,,10010,毛利元就,2,,初陣(有田中井手の戦い),,https://ja.wikipedia.org/wiki/%E6%9C%89%E7%94%B0%E4%B8%AD%E4%BA%95%E6%89%8B%E3%81%AE%E6%88%A6%E3%81%84,,
1523,1,1,,,,10010,毛利元就,2,,毛利家の家督を継ぐ,,,,
1525,1,1,,,,10010,毛利元就,2,,大内義隆の傘下となる,,,,
1529,1,1,,,,10010,毛利元就,2,,大内氏と協力し安芸・石見まで勢力拡大,,,,
1537,1,1,,,,10010,毛利元就,2,,大内氏へ長男を人質に差し出し同盟強化,,,,
1540,1,1,,,,10010,毛利元就,2,,吉田郡山城の戦いで安芸武田氏を滅亡へ,,https://ja.wikipedia.org/wiki/%E5%90%89%E7%94%B0%E9%83%A1%E5%B1%B1%E5%9F%8E%E3%81%AE%E6%88%A6%E3%81%84,,
1546,1,1,,,,10010,毛利元就,2,,家督を長男に譲る,,,,
1551,1,1,,,,10010,毛利元就,2,,大内義隆が謀反により殺害(大寧寺の変),,https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%AF%A7%E5%AF%BA%E3%81%AE%E5%A4%89,,
1555,1,1,,,,10010,毛利元就,2,,大内義隆を倒した陶晴賢を撃破(厳島の戦い),,https://ja.wikipedia.org/wiki/%E5%8E%B3%E5%B3%B6%E3%81%AE%E6%88%A6%E3%81%84,https://upload.wikimedia.org/wikipedia/commons/7/70/Battle_of_Geish%C5%AB_Itsukushima_%28Yamaguchi_Prefectural_Archives%29.jpg,"Unknown Muromachi-period artist, Public domain, via Wikimedia Commons"
1557,1,1,,,,10010,毛利元就,2,,大内義長を討つ(大内氏滅亡)　長門・周防を支配,,,,
1562,1,1,,,,10010,毛利元就,2,,石見を完全平定　中国地方をほぼ支配,,,,
1571,1,1,,,,10010,毛利元就,2,,吉田郡山城で病死,,,,
1497,1,1,1571,1,1,10010,毛利元就,1,,毛利元就,#3C7D22,,,
